SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,FirstDuty-第一责任人,Fund-基金,Year-年,Volume-卷,Period-期,PageCount-页码,CLC-中图分类号,ISSN-国际标准刊号,URL-网址,DOI-DOI
期刊,高职院校C语言教学现状及改革措施,白萍;,甘肃钢铁职业技术学院;,中国市场,高职院校;;C语言;;教学改革,"本文结合高职院校的特点,对C语言在高职院校实际教学中存在的问题进行分析和探讨,提出一些提高课程教学质量的措施与方法,旨在培养符合社会要求的信息化人才。",2014-08-12,白萍;,,2014,,31,179-180,TP312.1-4;G712,1005-6432,,
期刊,非计算机专业“数据结构”课程教学研究,徐鹤;陈蕾;戴华;,南京邮电大学计算机学院;,电脑知识与技术,数据结构;;教学方法;;教学改革,"对于非计算机专业""数据结构""课程的教学,面临着学生的计算机基础知识薄弱、编程能力弱、学习困难多等问题,为此首先要解决的问题就是如何调动学生学习的兴趣问题,提出结合不同专业特征设计教学内容,通过专业实例加深学生对所学专业知识和数据结构理论知识之间的联系和学习,积极调动学生学习兴趣,同时提出需要建立课程网站和改进实验教学改革方案。",2014-08-05,徐鹤;,,2014,10,22,5272-5273,TP311.12-4;G642,1009-3044,,10.14004/j.cnki.ckt.2014.0125
期刊,《可编程控制器技术》课程项目化教学改革与实践,金燕;杨春宏;,常州工程职业技术学院机械工程技术系;,考试周刊,《可编程控制器技术》;;教学项目化;;教学改革,"本文针对高职教育特点,将项目化教学改革的理念引入《可编程控制器技术》的教学中,强调了理论与实践的联系,培养了学生的实际动手能力、工程设计能力和创新能力。",2014-07-26,金燕;,"常州工程职业技术学院2012年院级教育研究课题《模拟仿真对提高可编程控制器课程教学实效性的探索与研究》部分成果,课题编号:12JY055",2014,,60,9-10,TM571.61-4;G712,1673-8918,,
期刊,基于培养学生职业编程能力的高职C语言教学模式改革,张植才;李锋;刘娜;,沧州职业技术学院;,福建电脑,C语言教学;;教学模式;;教学改革,"从C语言课程特点入手,在对学生进行C语言基础教学的同时,以提高学生职业技能为目的,进行教学模式的改革探讨。实践表明,采用此模式进行教学,提高了教学质量,取得了良好的教学效果。",2014-06-25,张植才;,沧州市社会科学发展研究课题:课题批准号【201453】,2014,30,06,62-63,TP312.1-4;G712,1673-2782,,
期刊,运筹学课程教学改革与实践,欧阳章东;,湖南第一师范学院数学系;,湖南第一师范学院学报,运筹学;;教学改革;;教学方法,"运筹学是高等院校数学类、经管类、信息类专业的核心课程。它对启迪学生的优化意识,培养学生解决实际问题的能力等方面有着非常重要的作用。教学实践经验表明,为进一步提高运筹学课程教学质量,在实施教学过程中必须对教学内容及教学方法等方面进行改革。",2014-06-15,欧阳章东;,湖南省自然科学基金(13JJ4110);; 湖南省教育厅资助科研项目(12B026);; 湖南省优秀博士学位论文获得者科研资助项目(YB2013B040),2014,14,03,68-70,G642;O22-4,1674-831X,,
期刊,基于CDIO的高级语言程序设计C课程教学改革研究,詹秀菊;刘梢;,广州中医药大学医学信息工程学院;,中医教育,高级语言程序设计C;;CDIO工程教育;;教学改革,"针对多年来我校高级语言程序设计C课程教学方面存在的不足,提出基于CDIO工程教育理念的课程教学改革新思路,在课程教学过程中,遵循CDIO工程教育理念,对课程的教学内容、实验教学、教学手段、考核方式等方面实施教学改革。以具体工程案例的构想、设计、实施为载体整合课程知识,从案例设计和实施中引出知识点,激发学生的学习兴趣,使学生牢固掌握课程知识,培养了学生的工程实践能力,学生的理论水平、编程能力和计算思维能力得到提高,为后续专业课程的学习奠定坚实的基础。",2014-05-30,詹秀菊;,,2014,33,03,14-16,TP312.1-4;G642,1003-305X,,
期刊,电类大平台下C语言教学与实践探索,杨阳;沈黎;杨明;黄伟;刘枫;,西南大学计算机与信息科学学院;四川民族学院计算机科学系;,西南师范大学学报(自然科学版),C语言;;教学改革;;Linux平台,"针对高校电子信息类等专业特点,在C语言课程内容组织、课程作业创新、考核评价机制、教师指导方法、学生实验环境等方面都做了探索.使学生不仅掌握课程的基本知识,而且具备独立设计、编程能力.实践证明,学生的学习兴趣和实践能力有大幅提高,为后续课程奠定良好基础,形成了一种主动、开放、协作的教学模式,收到了良好的教学效果.",2014-05-20,杨阳;,西南大学教学改革研究项目(2012JY022),2014,39,05,209-212,G642;TP312.1-4,1000-5471,,10.13718/j.cnki.xsxb.2014.05.038
期刊,C#程序设计的教学探讨与分析,王彩霞;,安徽商贸职业技术学院电子信息工程系;,电脑知识与技术,C#;;教学探讨;;教学考核,"该文根据我校高职高专学生的特点和实际情况,结合《C#程序设计》课程的教学现状,从教学内容、教学手段、教学方法、教学实践和考核评价等方面,探究《C#程序设计》的教学规律,摸索出一套适合高职高专的教学模式。",2014-04-25,王彩霞;,,2014,10,12,2803-2804+2821,TP312.1-4;G712,1009-3044,,
期刊,基于问题求解思维能力培养的程序设计教学实践——以累加求和问题为例,童键;刘卫国;,中南大学信息科学与工程学院;,软件导刊,程序设计;;问题求解思维;;计算思维;;教学改革,"问题求解思维是程序设计的重要特点,也是计算思维的重要形式。以累加求和问题为例,呈现了课堂教学的组织方式,详细分析了算法形成过程,有助于学生掌握问题求解的思维规律和方法,培养计算思维能力。",2014-04-23 16:53,童键;,湖南省2011年普通高等学校教学改革研究立项项目(湘教通〔2011〕315号),2014,13,04,184-186,TP311.1-4;G642,1672-7800,https://kns.cnki.net/kcms/detail/42.1671.tp.20140423.1653.067.html,
期刊,高职院校C语言教学改革探索,冯晓辉;,营口职业技术学院;,辽宁高职学报,高职院校;;C语言课程;;教学改革,"随着计算机技术深入到社会生活的各个层面,C语言已经成为大部分高职院校首选的计算机语言课程。为提高该课程教学效果,要针对高职学生的特点:激发学生学习兴趣,引导学生入门;深化教学改革,多措并举;重视实践环节,提高学生编程能力。使学生初步形成程序设计的思想,以便在今后的工作中,提高分析问题和解决问题的能力。",2014-04-20,冯晓辉;,,2014,16,04,30-31,TP312.1-4;G712,1009-7600,,
期刊,独立学院学生C语言编程能力培养研究,吴欣茹;,西安工业大学北方信息工程学院计算机信息与技术系;,中国科教创新导刊,编程能力;;在线考试系统;;后续教育,"本文针对独立学院学生C语言编程能力培养的问题进行了研究,以发挥学生的主动性、积极性为核心,从教学方法、后续教育、考核方式等方面进行了多样化的尝试与探索。",2014-04-11,吴欣茹;,,2014,,11,73-74,G642;TP312.1-4,1673-9795,,
期刊,提升C语言教学质量的策略探讨,陈勇;,重庆市工业学校;,电子世界,C语言;;教学策略;;教学质量;;程序设计,"C语言程序设计作为计算机专业课程中的一门必修课,学习好C语言程序设计不但能为后续课程的学习打下坚实的基础,同时还可以为学生提供使用计算机解决问题的方法和基本的思路。C语言程序设计非常的抽象,因此C语言教学成为了计算机专业教学的难点问题。",2014-03-30,陈勇;,,2014,,06,263,TP312.1-4;G642,1003-0522,,
期刊,程序设计课程教学改进探讨,王相伟;杨玥;,河南省医药学校;,河南科技,计算机网络;;系统技术;;系统程序设计;;实施策略,"在科技不断发展的信息时代,计算机极大地影响着人们的生活。因此,高校教育必须重视学生计算机知识及应用能力的培养,尤其是如何有效地进行系统程序设计。本文探讨了系统程序设计课程教学改革的目标及特色,提出了系统程序设计课程教学实施策略,为提高其课堂效率提供一种新思路。",2014-03-25,王相伟;,,2014,,06,269,G712;TP311.1-4,1003-5168,,
期刊,高级语言程序设计课程教学改革探析,刘锡铃;,宁德师范学院计算机系;,宁德师范学院学报(自然科学版),程序设计;;教学改革;;逻辑思维;;编程能力,"高级语言程序设计是计算机专业学生的必修基础课程,对培养学生编程的抽象思维能力和解决实际问题能力起着重要的作用.总结了当前高级语言程序设计课程教学中存在的一些问题,结合多年的教学实践与体会,提出了几条改革方法和具体措施.",2014-02-28,刘锡铃;,,2014,26,01,74-77,G642;TP311.1-4,2095-2481,,10.15911/j.cnki.35-1311/n.2014.01.020
期刊,基于项目学习的《网络编程》课程教学改革研究,王建虎;刘军;梁涛;,新疆师范大学教育科学学院;新疆轻工职业技术学院计算机系;,电脑开发与应用,项目学习;;网络编程;;教学改革,"项目学习可以有效地培养大学生科技创新的精神、团队协作能力及综合利用学科相关知识解决实际问题的能力。我校在《网络编程》课程中实施的项目教学取得了不错的教学效果,但同时也存在一些问题,分析这些问题并提出改进的教学设想和建议,对于计算机编程类课程的教学改革有很好的启发意义。",2014-02-25,王建虎;,新疆师范大学基金资助(SDJGY2012-07);; 获新疆普通高校人文社会科学重点研究基地新疆教师教育研究中心”资助项目(XJEDU040513C02),2014,27,02,30-33+36,G643;TP314-4,1003-5850,,
期刊,面向计算思维能力培养的程序设计课程,李文生;吴舜歆;,电子科技大学中山学院;,计算机教育,计算思维;;程序设计;;教学改革,"针对传统程序设计课程教学存在的问题,提出将计算思维能力培养引入到程序设计课程中来,并从教学内容、教学方法、上机实践和考核方式等方面讨论程序设计课程的改革思路,培养学生计算思维能力和程序设计实践动手能力。",2014-02-10,李文生;,广东省高等学校教学质量与教学改革工程项目“嵌入式应用型人才培养模式改革研究”(粤财教[2012]361号);; 电子科技大学中山学院质量工程建设教改项目(ZLGC2012JY01),2014,,03,57-60+69,G642;TP311.1-4,1672-5913,,10.16512/j.cnki.jsjjy.2014.03.012
期刊,计算机专业学生程序设计能力培养探索,计春雷;吉顺如;宋晓勇;,上海电机学院电子信息学院;,职业技术教育,计算机专业;;程序设计能力;;培养模式;;教学改革,"程序设计能力是高等技术院校计算机专业学生必备的基本能力,应将其放在人才培养中的重要位置。培养学生程序设计能力,要重视第一门计算机程序设计课程的教学,注重四个关键环节程序设计能力的培养,采用多种教学方法,注重平时考核和真实程序设计能力考核。",2014-02-10,计春雷;,"上海市高等教育高地建设项目《计算机科学与技术特色专业》(编号:SJYGD2009S3),主持人:计春雷;; 上海电机学院重点建设学科《计算机应用技术学科》,编号:07XKJ01,主持人:计春雷;; 上海电机学院教学团队项目《计算机程序设计课程群教学团队》,编号:2012TDJS-07,主持人:计春雷",2014,35,05,18-21,TP3-4;G642,1008-3219,,
期刊,C++程序设计教学改革,马云吉;,辽宁科技大学软件学院;,计算机教育,C++程序设计;;教学改革;;编程能力,"基于C++程序设计课程的特点、重要性及目前教学中存在的问题,从教学目标、教学内容设计、实验过程、课程评价及能力提高等教学的全部环节,系统地阐述课程教学改革方法与实施过程。通过教学的改革,提高学生程序编写、调试和分析问题的能力,激发学生学习兴趣,达到应用型人才培养目标。",2014-01-25,马云吉;,,2014,,02,46-47+51,G642.4;TP312.1-4,1672-5913,,10.16512/j.cnki.jsjjy.2014.02.013
期刊,基于问题求解模式进行计算机专业基础课程教学改革的设想,林果园;周勇;,中国矿业大学计算机学院;,计算机教育,问题求解;;教学改革;;创新培养,"认真调研基于问题求解的教学模式,分析模式的特点及开展这种教学模式的基本条件,提出推广采用该教学模式的思路。",2014-01-10,林果园;,中国矿业大学教学改革项目(2013G29),2014,,01,20-23,TP3-4;G642,1672-5913,,10.16512/j.cnki.jsjjy.2014.01.007
期刊,浅析高职高专《C语言》课程教学改革,宋金生;,江西旅游商贸职业学院;,电子制作,C语言;;程序设计;;能力培养;;教学改革,"基于《C语言程序设计》课程的教学现状,从教学目标,教学内容的改革,加强实验教学,教学改革中的四个方面,对网络教学平台的建设和使用,教学评价方法,提高编程能力,培养学生分析,解决技能训练。",2013-12-02 08:36,宋金生;,,2013,,21,109,TP312.1-4;G712,1006-5059,https://kns.cnki.net/kcms/detail/11.3571.TN.20131202.0836.090.html,10.16589/j.cnki.cn11-3571/tn.2013.21.125
期刊,以能力为导向的计算机程序设计课程教学改革,毛新军;毛晓光;周会平;徐锡山;,国防科学技术大学计算机学院;,计算机教育,计算机程序设计;;程序设计能力模型;;教学方法改革,"针对当前计算机程序设计课程建设面临的两方面挑战,提出由4个等级组成的逐层递进的程序设计能力模型,构建覆盖不同能力等级的课程体系,进行一系列以提高程序设计能力为目标的教学方法改革,包括基于能力的分级教学、能力测评和考核、程序设计能力训练和提升方法、课堂授课方式的改变等,从而实现计算机程序设计课程教学从侧重知识传授到突出能力培养的转变。",2013-11-25,毛新军;,,2013,,22,36-39,G642;TP311.1-4,1672-5913,,10.16512/j.cnki.jsjjy.2013.22.007
期刊,基于计算思维能力培养的“C语言程序设计”教学方法探索,文海英;陈友明;吕兰兰;,湖南科技学院计算机与通信工程系;永州职业技术学院;,电脑知识与技术,计算思维;;C语言程序设计;;算法;;教学方法,"论文简单介绍了计算思维的概念和特征,分析了计算思维教育与《C语言程序设计》课程教学之间的关系,探讨了面向计算思维能力培养的课程教学方法改革。通过实例,着重讨论了在教学过程中如何有效地培养学生计算思维能力和创新能力,在实际教学中取得了一定的成效。",2013-11-15,文海英;,湖南科技学院教改项目(XKYJ2012034),2013,9,32,7291-7293,TP312.1-4;G712,1009-3044,,
期刊,基于提升编程能力的高校计算机课程实训教改探索,侯春明;,吉首大学信息科学与工程学院;,中国电力教育,编程能力;;教学改革;;计算机,"分析了高校计算机课程群的实训课程现状,对普遍存在的程序设计能力不强的问题进行了分析,提出了在程序设计类课程群实训环节进行教学改革的一些建议,总结了为提升学生编程能力所做的一些实践。",2013-10-18 11:44,侯春明;,吉首大学校级教改课题“计算机课程群教学中技能培养的教学改革与实践”的研究成果,2013,,28,163-164,TP3-4;G642,1007-0079,https://kns.cnki.net/kcms/detail/11.3776.G4.20131018.1144.079.html,
期刊,以岗位能力培养为核心的数控车床编程与加工教学改革,陈文涛;,新疆轻工职业技术学院机电工程系;,长春教育学院学报,数控编程与加工;;教学改革;;岗位能力,"本文针对目前高等职业数控车床编程与加工课程教学中存在问题进行了分析,提出了根据课程对应岗位能力为核心对该课程实施教学改革的具体措施,并对教学效果进了分析。",2013-10-18 09:11,陈文涛;,,2013,29,18,134-135,G712.0;TG659-4,1671-6531,https://kns.cnki.net/kcms/detail/22.1298.G4.20131018.0911.082.html,
期刊,关于C语言教学改革方法的探讨,李杰;,西安石油大学计算机学院;,时代教育,C语言;;教学改革;;教学方法,"""C语言程序设计""是高等学校计算机语言课程的重点课程,本文针对C语言在教学中存在的一些问题进行了探讨,并提出了几种可行的解决方案,来提高C语言的教学效果。",2013-09-08,李杰;,,2013,,17,155,TP312.1-4;G642,1672-8181,,
期刊,IT业工程实践平台设计与实施方案探讨,张善文;王旭启;黄文准;,西京学院;,职业教育(下旬刊),应用型人才培养;;教学改革;;IT业;;工程实践平台,"根据我校人才培养计划,结合校园教育培训平台的设计以及IT业人才培养目标,本文研究了IT业应用型人才培养工程实践平台的设计方案,给出了实践平台的设计框架和实施方案。其目的是利用实践平台加强学生的实践能力培养,加深其对理论知识的理解和贯通,提高学生的工程实践能力,使学生达到高校人才培养目标,满足IT业应用型人才要求。",2013-08-30,张善文;,陕西省教育科学“十二五”规划2012年度课题(SGH12527);; 校级教改项目,2013,,08,53-54+58,TP311.5,2095-4530,,10.13565/j.cnki.issn2095-4530.2013.08.012
期刊,培养应用型人才为目标的C语言教学改革,钟美;,成都东软学院计算机科学与技术系;,计算机教育,应用型;;C语言;;教学改革,"通过问卷调查的方式指出C语言程序设计教学过程中存在的问题,结合CDIO工程教学理念,从教学内容、教学方法、教学手段和考核评价方式4个方面提出改革措施。",2013-08-25,钟美;,,2013,,16,55-58,TP312.1-4;G642,1672-5913,,10.16512/j.cnki.jsjjy.2013.16.015
期刊,Java程序设计的教学思考,梁志红;肖欣欣;,南京人口管理干部学院信息科学系;,计算机教育,Java程序设计;;案例教学;;项目驱动;;教学改革,"Java程序设计语言是计算机专业开设的主要课程。文章针对目前Java教学和社会需求脱节的实际情况,对Java课程教学中的主要问题展开分析,提出案例与项目驱动相结合的教学方式,以增强教学效果,提高学生Java程序设计的综合能力。",2013-08-25,梁志红;,南京人口管理干部学院教学改革研究课题“Java程序设计的教学改革与实践”(2010JXGGB13),2013,,16,117-120,G642.4;TP312.2-4,1672-5913,,10.16512/j.cnki.jsjjy.2013.16.025
期刊,C语言课程教学的探索与实践,王长波;姜燕;,湖北医药学院公共管理学院;,科技信息,C语言;;算法;;教学改革,"C语言是计算机类专业的一门基础课,本文根据C语言课程的教学现状,从教学内容、教学方法、培养学生兴趣、教学实践等方面对C语言课程的教学进行了一些探索与实践。",2013-08-25,王长波;,,2013,,24,234,TP312.1-4;G642.4,1001-9960,,
期刊,C语言课程评价方案的构建,韩凤英;,长沙航空职业技术学院航空电子电气工程学院;,韶关学院学报,C语言;;课程评价;;课程质量,"课程评价是检测课程在开发设计与课程实施阶段是否达到了预定的教育目标,实现目标的程度如何,以判定课程设计的效果,并据此作出改进课程的决策.传统的C语言课程评价不利于学生的全面发展,分析课程评价功能,探讨C语言课程评价现状,构建科学的C语言课程评价方案,是提高高职院校人才培养质量的有效措施.",2013-08-15,韩凤英;,湖南省“十二五”教育科学规划项目(XJK012CZJ001),2013,34,08,17-20,G712;TP312.1-4,1007-5348,,
期刊,“讲练战”同步教学模式的探索与实践,张宏涛;张卫星;,郑州大学软件技术学院;,中国电力教育,同步教学;;教学模式;;教学改革;;教学实践;;程序设计课程,"程序设计类课程是计算机学科的一门专业基础课,其教学效果对本专业后续课程的学习有着重大影响,因此提高程序设计类课程的教学质量是很多计算机教育工作者一直探索并实践的重要工作。通过对程序设计类课程现有教学模式所存在的问题进行深入分析,提出了""讲练战""同步化的教学模式,并详细描述了这种教学模式的实施方案和优点所在,最后通过教学实践,证明这种同步化教学模式对提高程序设计课程教学质量有显著的效果。",2013-07-10,张宏涛;,,2013,,20,76-77,G642,1007-0079,,
期刊,数值分析课程教学改革初探,王艳;,重庆师范大学数学学院;,重庆与世界(学术版),数值分析;;教学改革;;教学方法,"随着计算机技术的广泛应用,与科学计算密切相关的数值分析已经成为高等学校理工科的一门重要课程。针对目前教学中存在的问题,基于数值分析课程的特点,结合教学实践,对该课程的教学改革进行了探索并提出了一些建议。",2013-06-28,王艳;,,2013,30,06,95-98,G642.0;O17-4,1007-7111,,
期刊,高职《VB程序设计》课程教学改革的探索,黄媛吉;,武汉工程职业技术学院;,武汉工程职业技术学院学报,高职;;《VB程序设计》;;教学改革,"为了能激发学生的学习兴趣、发挥学生的主观能动性,提高教学质量,探讨了改革《VB程序设计》课程定位及目标、教学内容、教学模式、教学方法及考核方式等。",2013-06-15,黄媛吉;,,2013,25,02,79-81,G712.0;TP312.1-4,1671-3524,,
期刊,如何在程序设计课程中培养计算思维能力,苏小红;车万翔;王甜甜;赵玲玲;,哈尔滨工业大学计算机科学与技术学院;,工业和信息化教育,程序设计;;计算思维;;问题求解;;教学改革;;培养目标,"近年来,随着""计算思维""在计算机基础课程教学中的地位和作用越来越突出,培养学生的计算思维和问题求解能力已成为程序设计课程的核心目标,为此程序设计课程必须从过去的单纯将程序设计作为一种编程工具、以讲解语法和程序设计方法为主向培养学生的计算思维和问题求解能力转变。本文从什么是计算思维、为什么要在程序设计课程中引入计算思维、程序设计课程重点应该培养计算思维、如何在程序设计课程中培养计算思维等几个方面,分别进行了阐述与分析,并结合课程教学给出了具体实例。",2013-06-15,苏小红;,教育部大学计算机课程改革项目“基于计算思维能力培养的大学计算机基础教育系列精品课程建设”(项目编号:2-2);; 黑龙江省高等教育教学改革项目,2013,,06,32-36,TP312.1-4;G642,2095-5065,,
期刊,以能力为目标的《C语言程序设计》课程教学改革与实践,张耀民;,陕西工商职业学院计算机与信息管理系;,电子测试,程序设计;;教学改革;;综合应用能力,"通过分析高职院校计算机专业程序设计课程的特点和重要性,提出一些关于程序设计课程的教学思路与方法,并对程序设计教学模式、课程体系、教学方法等方面进行初步改革和探索,以便更好地提高学生分析和解决问题的能力、编程动手能力,激发学习兴趣,培养学习主动性,以适应社会快速发展的需要。",2013-06-15,张耀民;,,2013,,12,144-146,TP312.1-4;G712,1000-8519,,
期刊,独立学院计算机语言类课程教学改革研究与探索,曾光;,"吉林大学珠海学院,计算机科学与技术系实验中心;",吉林省教育学院学报(上旬),独立学院;;教学改革;;程序语言,"计算机语言类课程是目前各高校计算机科学与技术专业普遍开设的一类课程,以C语言为例,分析了目前C语言教学中常用方法、手段及这种常规教学所存在的问题,在此基础上,根据独立学院注重应用、强化实践的办学特色,从教学模式、教学方法、教学手段等方面进行了改革实践。",2013-04-05,曾光;,,2013,29,04,47-48,TP312-4;G642.0,1671-1580,,10.16083/j.cnki.1671-1580.2013.04.037
期刊,浅谈《可编程控制器》课程教学的改革,江珊珊;,广西电力职业技术学院;,大众科技,可编程控制器;;教学改革;;项目教学法;;任务驱动法,"文章通过分析电气自动化技术专业《可编程控制器》课程教学中存在的问题,提出了该课程改革的必要性,结合多年在该课程教学工作中的经验与体会,提出了从教学内容、教学方法和考核方法三个方面进行改革的观点,旨在通过教学改革,激发学生的学习积极性,提高教学质量。",2013-02-20,江珊珊;,,2013,15,02,91-92,TP273-4;G712.0,1008-1151,,
期刊,计算机程序设计教学改革探析,王晓伟;魏海涛;吴彩华;李晶晶;,空军预警学院黄陂士官学校;,空军预警学院学报,程序设计;;教学改革;;计算机图形学;;软件系统;;数学建模,"通过对计算机专业与非计算机专业本科生学习计算机程序设计的基本方法的对比分析,发现导致一般大学生程序设计能力弱的主要原因是传统的算法语言、数据结构等课程无软件系统与数学建模的概念.基于数学建模和软件系统概念,构建了一种三维图形软件系统的计算机图形学课程新体系,并以此系统来编程实现三维图形的显示,实现计算机程序设计教学.",2013-02-15,王晓伟;,,2013,27,01,73-75,TP311.1-4;G642,2095-5839,,
国际会议,基于项目法的《虚拟仪器》教学软件设计,崔文华;,嘉兴学院;,Proceedings of 2013 International Conference on Social Science and Health(ICSSH 2013) Volume 20,虚拟仪器;;项目法;;教学软件,"用Labview2011软件,以""简易示波器""为例,将项目模块化,采用演示的方法,运用项目驱动,完成从选题到用户端安装,引导学生建立""工程""的概念,从而提高学生的学习兴趣和动手能力。软件呈现了Labview设计虚拟仿真项目的整个过程,让学生边学边做,建立""项目""的概念,取得良好的教学效果。",2013-01-30,崔文华,嘉兴学院重点实验教改项目《基于LabView的电子线路虚拟实验室的研究与开发》的阶段性成果之一,2013,Vol.20,,4,TP391.9-4;G642,2160-1070,,
期刊,项目分解法在计算机实验和理论教学中的应用,许德武;,浙江师范大学经济与管理学院;,实验室研究与探索,项目分解法;;教学改革;;计算机实验,"指出了目前计算机专业的软件开发类人才的培养存在着的一些问题。提出了解决这些问题的几种思路,并以""项目分解""为主线展开实验和课堂教学改革,用Java语言为实例,根据Java的知识点对两个项目进行了分解。在实验教学的案例中分解了""五子棋游戏""和""商品进销存管理系统"",并指出在符合教学大纲的前提下教学内容和实验项目要保持进度一致。分析了采用这种教学法教师需要具备的专业素质和能力,以及对提高学生的编程能力、团队协作精神、项目开发经验等多方面所具有的巨大帮助。",2013-01-15,许德武;,国家自然科学基金(61170109);; 浙江省教育厅基金项目(Y201120829);; 浙江师范大学教学改革项目(KC2010014),2013,32,01,98-101,TP3-4;G652.4,1006-7167,,
期刊,《C语言程序设计》教学改革的研究,冯林;付志坚;,东华理工大学;,机电技术,C语言;;编程能力;;教学方法;;教学质量;;教学改革,"就如何提高C语言程序设计课程的教学质量,激发大学生在C语言教学中的兴趣,熟练掌握教学内容,开拓大学生的创新意识,文章从教学思想教学内容教学模式教学方法考核方式等几方面探究了C语言教学改革。",2012-12-31,冯林;,江西省教改项目(JXJG-11-8-12),2012,35,06,172-174,TP312.1-4;G642,1672-4801,,
期刊,关于C语言教学改革的探讨,陈一飞;,南京审计学院信息科学学院;,中国电力教育,C语言;;教学改革;;学习兴趣;;主动学习,"C语言程序设计是计算机及相关专业在程序设计方面的重要基础课程之一,但是传统的教学模式面临越来越多的问题,收不到良好的教学效果。针对这些问题,从教学内容、教学方法等方面提出了一些改革措施,旨在培养学生的学习兴趣和提高学生学习的自主性。",2012-12-06 12:41,陈一飞;,,2012,,35,63-64,TP312.1-4;G642,1007-0079,https://kns.cnki.net/kcms/detail/11.3776.G4.20121206.1241.114.html,
期刊,独立学院C语言实践环节建设与创新,白海涛;,延安大学西安创新学院;,价值工程,C语言教学;;精品课程;;教学改革;;上机实践,"本文结合""C语言程序设计""精品课程建设项目,根据C语言课程实践性比较强的特点,提出了要激发学生学习的兴趣与主动性,提高学生动手编程、实际解决问题的能力为主要目标的一种自主学习的教学模式,使学生能够学以致用,切实提高学生的编程能力。",2012-11-08,白海涛;,延安大学西安创新学院精品课程基金项目(JP1105),2012,31,31,272-273,G642.3,1006-4311,,10.14018/j.cnki.cn13-1085/n.2012.31.093
期刊,《可编程控制器》项目教学法的研究与思考,荆刚;张纪良;李保银;,山东科技大学泰安校区机电系;,教育教学论坛,可编程控制器;;教学改革;;项目教学法,"项目教学法是一种""启发式""教学法,可以有效地激发学生的学习兴趣,引导其独立思考,并显著提高动手能力,是一种非常好的教学方法,但也有其局限性。笔者结合多年的教学经验,在项目设计、设备使用、课时安排、考核方式等方面提出了一些自己的思考,并提出了相应的解决方案。",2012-10-03,荆刚;,,2012,,29,68-69,TP273-4;G642.4,1674-9324,,
期刊,全国信息技术应用水平大赛对C语言教学的启示,丁海燕;周小兵;,云南大学信息学院;,实验技术与管理,信息技术应用水平大赛;;C语言;;教学改革,"全国信息技术应用水平大赛,是教育部教育管理信息中心在全国大规模举办的以提高学生计算机动手能力和信息素养为目的的就业技能大赛。信息技术大赛有助于提高学生的学习积极性和效率。介绍了信息技术大赛的背景,阐述了大赛对学生学习C语言的促进作用,以及对C语言程序设计教学的启示。",2012-09-20,丁海燕;,全国高等学校“第三批特色专业建设点”资助项目(TS11135);; 2012年度云南大学教学改革研究项目,2012,29,09,132-134,TP312.1-4,1002-4956,,10.16791/j.cnki.sjg.2012.09.039
中国会议,围绕编程能力培养实施教学改革和课程建设,华顺刚;朱鸣华;,大连理工大学计算机基础实验教学中心;大连理工大学机械工程学院;,第三届教学管理与课程建设学术会议论文集,C语言程序设计;;课程建设;;教学法;;编程能力,"分析了C语言程序设计课程的特点和教学中易出现的问题,面向理工科非计算机专业学生,进行了教学改革、课程建设及研究型教学模式的探索。以培养学生的程序设计思想和编程能力为目标,注重提升教师教学水平、增强课堂教学效果、合理利用各种教学资源、以及激发学生学习积极性等环节,在教学团队建设、教学法研究、教材建设、考核形式、考试评价方式、试题库建设和数字化教学资源平台建设等方面进行了改革和实践,为提高程序设计课程的教学质量,以及学生的编程能力起到了积极的作用,获得良好的教学效果。",2012-08-25,华顺刚,,2012,,,5,G642,,,
期刊,《C#程序设计》精品课程建设的探索和实践,许春勤;蒋红梅;,无锡交通高等职业技术学校;,科技信息,精品课程;;C#程序设计;;教学改革,"精品课程建设需要运用现代信息技术等手段,改革传统的教学思想观念、教学方法、教学手段和教学管理。本文以《C#程序设计》的精品课程建设讲述了该课程设计的理念及其教学实践的改革。",2012-08-15,许春勤;,,2012,,23,283-284,TP312.1-4,1001-9960,,
期刊,高职能力本位的多元化考试模式探究,成立;,苏州工业职业技术学院;,机械职业教育,能力本位;;多元化;;考试模式,"本文针对目前高职教育考试模式中存在的诸多问题,提出转变考试观念,针对零件的三轴数控编程与加工课程构建一套与现代职业教育理念相适应的多元化的考试体系,突出高职教育""素质、能力本位""的办学特色。",2012-08-15,成立;,,2012,,08,18-19,G712.4,1007-1776,,10.16309/j.cnki.issn.1007-1776.2012.08.021
期刊,《C语言程序设计》课程教学改革的探讨,袁学倩;,华南师范大学增城学院;,科技信息,C语言程序设计;;独立学院;;教学内容;;教学手段;;教学改革,"本文在分析C语言程序设计课程特点的基础上,以独立学院的本科学生为研究对象,结合实际教学经验,从C语言程序设计课程的教学内容、教学手段、考核方式三个方面探讨C语言程序设计课程改革,力求使学生不但能够掌握C语言程序设计的基础理论知识,并能更好的激发学生的学习兴趣,能更好的具备编程能力,提高学生分析问题与解决问题的能力以及更好的学习数据结构等后续课程。",2012-07-25,袁学倩;,,2012,,21,137+218,TP312.1-4,1001-9960,,
